,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
31,14086.509154415682,53620.50033498429,3371.187469660858,2342.3702071129874,477.1532263416602,2851.2700877576053,300.2681007677787,1471.1652121994612,1970.6102960427052,753.0947935225408,2705.2122780732243,1835.8509114448402,742.2524979312007,369.7406580796863,856.3179963509226,5366.503217263026,4384.12567788404,6760.219325652006,2940.672779061003,355.730889843455,644.3858953181806,31.834014219981814,1158.9486941183434,2300.6460593291995,605.9307591323361,1456.8228613948036,990.8821588768058,288.0961539584598,124.54693128145605,530.7850813332567
32,19468.855353557617,57531.82805305214,8386.898321750006,2340.7453665142684,517.5080352927688,2851.2700877576053,316.25565135422977,1753.2277945781402,6520.684435694127,753.0947935225408,2566.4709258105454,1837.8329853542373,647.5434650433623,366.67004858764307,830.1282250968532,5257.808504638103,5626.814682309178,13962.351535122518,2940.672779061003,385.8157396447627,625.9368115944723,33.76364284410841,2764.998129489848,2340.441193792321,545.0376542136376,2863.2614420673385,3006.8568507355376,769.9552939524515,343.6853558107305,1121.197877126728
33,57389.639825981685,100906.82272654204,33979.66289030576,2340.7453665142684,1023.1130975251684,2851.2700877576053,681.1572579997268,963.3065183971046,17370.5852730572,12920.272149571432,3561.971860131641,2931.1269349240038,1065.9887736602036,489.91693461420516,929.837868354634,5474.434490290937,6308.096371280482,12617.679012188923,2940.672779061003,762.7850110324734,652.2983428123089,63.66900005558504,7805.31660749742,2300.6460593291995,530.7580782392477,5954.723221274589,5337.340656186635,1097.5443315062766,447.40486955009027,813.4904373056764
34,32937.52579875379,71566.43244142475,17233.404748994464,8260.906249299418,743.8171256585034,2851.2700877576053,854.9266023464901,955.8095149993973,6861.675537193932,3747.796530783636,4642.123570252696,2703.548812417763,1127.841178665988,635.1281997786188,1275.2870105259199,4971.804945606586,8898.266945266421,10742.674263874134,2940.672779061003,554.5364051705376,643.7318421987062,20.25818570646505,4628.8519586017155,1465.7766241169604,481.1367397163417,4125.626723667253,3001.8950407508255,898.6026236193991,426.57012614885144,803.2380792485556
35,24871.476052656668,77684.6725004163,10614.668188464853,7690.69552185571,586.3485917387778,2851.2700877576053,599.1433135666557,1505.9240461342863,3683.0166476802438,2316.9587050007813,4178.545849954877,2209.652031903428,816.1365745858812,503.21695828613633,1076.9449382521705,5714.154523753454,9385.175327937704,9599.289015391982,2940.672779061003,437.13897099032624,612.1059809948568,50.16354291794166,2302.673377963895,1473.735651009585,496.9277400039766,2261.2244527070875,1871.908103706126,591.5397086491168,262.1045883999726,699.3475176030651
36,32625.938746781263,89018.01618349832,12742.729685186066,9326.476713939192,500.1029044573431,2851.2700877576053,1928.0547992175407,1206.043910225991,5675.42756175787,4842.897999080064,4459.83637484494,2700.30541874784,2001.0237930279047,1505.550778075429,3005.6970382176733,5313.444165270526,29770.969683329997,9090.739933410328,2940.672779061003,372.83406180708874,652.2983428123089,18.32855708233845,3628.8352398586776,1443.4588629935608,618.7139498413738,2184.9124946788334,2698.4411880015905,678.5520843511249,279.46687456767165,715.4095452258877
37,35026.86637328193,99232.28554724425,19952.119637487474,22176.907718379665,443.1229315665024,2851.2700877576053,8115.54348673329,5353.541971726498,8964.009398747216,6737.9372194583,11853.061340386523,15897.13369605153,6693.690907587793,2980.3954612304265,4991.878122449812,4547.141669767332,53307.69185021457,6994.870655183754,11151.216654037044,330.36415644590824,2417.4441396374978,30.870171523539923,4699.618511847773,1448.2505220411613,4012.2675873696276,3831.779714199422,3441.92924202661,1157.4566445250146,446.9726438606834,956.4083086219399
38,28262.65294022072,79512.67496865218,20444.014262789387,31665.976814897313,405.93885760440935,2851.2700877576053,7120.198008578457,6673.793479166914,9047.532441682695,6339.047881544362,11798.384945406156,9037.356084165083,4878.697086812956,2696.6021149600024,6205.831247082526,4395.598909759977,43236.684287673124,6181.173741613617,11151.216654037044,302.63150711914994,2731.708687287351,107.08175763594784,5177.920109319349,1437.0916414794615,4111.450108223868,3327.0174857956686,3370.7229162810922,1042.720461511048,513.7991309584684,1004.5260424366934
39,20904.07653473246,51659.40407634194,13094.082988973149,36088.79292460982,556.2859546504098,2851.2700877576053,4617.993036519271,9240.494824236552,6152.649529543407,3504.180760131642,10171.762194740266,5933.788719123524,3039.513854144135,1548.5155077896763,3962.869217958303,6913.613560612687,61462.26962355048,6233.471668172005,11151.216654037044,414.7210603451301,5124.825241383426,191.9718144788184,3374.1258372177276,3197.579661391882,6435.208593408537,2623.3844559279228,2325.347896870431,750.2088521547688,393.156882599959,788.4746836463016
40,17535.308305015747,40415.69498679898,10007.871536789326,35660.918233613884,1315.9397994519115,2851.2700877576053,8769.061992897261,4872.760117468328,4812.785384831741,2701.1843166900976,10047.763941838362,6901.941729595441,2850.8049242220277,1460.0272071178122,3784.590260938314,8898.27022300122,34292.91188608228,6127.956695080564,11151.216654037044,981.0664719797323,2408.1916808742026,528.6463434547035,2397.697969556709,3219.994879987437,2296.6881989772955,2618.4195815501807,2001.002212606618,614.2079016022338,320.6894839624575,625.0179216889395
41,17599.333041722435,33782.73506490893,9597.642814529814,24995.464543623835,4401.98055707651,2851.2700877576053,3766.4917121340427,3393.1242650662625,4733.769642671413,2110.946845771436,10828.855298700737,6560.214168761645,2772.169637348432,1455.9211595412428,3737.192834298558,10784.538607324523,26947.03107942604,6017.386562128471,11151.216654037044,3281.7654142730394,1593.8157845531373,1205.872147735912,2074.480520688193,3219.994879987437,1544.8861948069452,2760.2862697882483,2001.002212606618,614.2079016022338,320.6894839624575,625.0179216889395
42,16477.833070410346,36091.50489849064,8972.613775198308,11836.422148133375,4367.984173905513,2851.2700877576053,2582.8873506351933,2687.529672557361,4348.441419260926,2192.4519743573687,6885.027401483003,4670.576978957254,1980.931610510102,1106.6690837892788,2793.4185066904734,18763.436695621167,20851.900243743843,5797.992624176148,11151.216654037044,3256.3918231481616,1506.874577208381,695.5310425886332,2223.5419839086107,3219.994879987437,1184.024240614756,2939.573400095592,1959.0444509815088,494.29299673692157,254.72744824348618,664.120415318798
43,15832.250308617942,42553.34423271523,9177.728136328064,5890.80542930163,8072.82692845058,2851.2700877576053,2053.9403345201713,3924.437869498589,3851.6264909629904,2047.9737883650857,5694.8394464639605,3955.0482976648686,1775.3610058475645,926.1220062920119,2409.5936071546125,47899.15461617908,17251.768570534794,5363.248876160023,11151.216654037044,6018.478660274381,1286.1715306735732,358.85651361274813,1856.9946596483019,27521.99013645436,1117.175672730435,2850.2976034143458,1866.8592444234364,457.73007146315757,233.46780501198305,553.2172407622369
44,21018.25398185938,54477.461373213744,13856.61461854349,9365.25624289528,4359.251935834161,2851.2700877576053,1760.5578308816807,3884.129305775851,6751.844575448378,4579.310773079199,4775.885465115378,3535.209005947101,1580.5850247338074,809.010388455947,2098.682646611444,26790.049758731206,12281.92266196073,5592.017837853921,6606.281496476675,3249.9455594569763,1133.266673352566,229.59277133993717,3518.586637993071,12780.897756592587,902.8692402553903,3478.2622700805814,2726.906308440202,1108.4598625083206,732.9522072060279,1632.1070536399134
45,18639.735013206056,43491.79126507109,14213.665543473064,8369.87889212016,3322.658975655155,2851.2700877576053,1577.8179376031223,2099.9398608019847,5822.236787005695,3408.191828342248,4552.493337052739,3181.67909592553,1348.1460505082475,730.2813892704215,1850.7887192143141,18136.461926573098,11965.204685942774,5186.042545044783,6606.281496476675,2477.148266521173,1066.1065847431303,136.9880864630459,2672.9848805883553,9897.131155538462,887.0782399677555,3772.7528743751573,2961.5912157872867,1337.3577269045672,881.813664981405,1877.0017130976712
46,15525.99865137097,37694.062782976776,10507.36299028123,8097.338962361728,2475.9709987754845,2851.2700877576053,1532.6147808764993,2213.368548572492,4755.66224643644,2407.639907665926,4584.225173425272,3081.404174963754,1379.0328565748305,671.4875486088198,1748.8573215827944,13161.698652528079,10701.06310925041,5646.06209236417,6606.281496476675,1845.8944656982005,1062.118455965848,115.75828513516765,2196.18895446244,6803.018843750696,1098.376862864203,3772.7528743751573,2516.5081552288134,847.471978399298,492.53216186782277,1154.5522153392276
47,14383.157101156652,34711.67539795004,9131.482444721494,7953.81137614157,1732.9677516168356,2851.2700877576053,1466.5621061248055,3515.899866163782,4229.503870234961,2007.221224072119,5808.683511726652,4237.674018291186,1655.123082231224,821.328531185655,2186.1389778686066,9913.263167231851,11082.138802070045,4818.8541151664695,6606.281496476675,1291.9272518961402,1964.1534228115804,0.0,1970.338252613322,6803.018843750696,1635.8724345595083,3154.9018407006183,2568.476586121324,1052.8973475580667,808.8481079222142,1034.6679751246286
48,13236.04723516189,30880.475574106502,7932.133194226674,7908.640807497188,1429.119778337899,2851.2700877576053,1530.5123084706097,3420.2887319228907,3399.9765561466866,1674.453596434849,7063.604412945663,4606.339765439063,2027.2618196099766,898.5103240379804,2347.7211141405,8899.12909254786,11156.507719263096,4655.066935681326,6606.281496476675,1065.4165181516232,1540.4546215130986,68.49210000028012,1807.558450465773,6803.018843750696,1762.2004368605874,2873.283132940928,2183.7186890611924,805.0491364823314,476.04165293807984,900.6354807912029
49,17047.653227099836,54129.787798274374,8124.143026728695,7256.646436584635,1232.8563692584523,2851.2700877576053,1241.3347496438978,3097.9175858214735,4959.594610079565,2515.233874320204,5588.415749091462,3460.430763001662,1434.1090745353952,727.7225480270522,2036.8774794874448,7685.928142942369,9042.064187251584,4683.743478890845,6606.281496476675,919.1411941803686,1487.7315590774256,85.85584277055527,2278.331691209045,5394.5959419967085,1305.08857615329,2527.6727109792328,2508.9348663047786,831.3859327120753,487.32347601751303,901.9341128117716
50,15682.859256302347,42595.445329680544,10455.134796475044,10411.978556589916,1384.7803558979206,2851.2700877576053,8264.293409449967,3057.7063857792245,4334.827531205362,2286.1918683822505,7943.406190031519,7610.893529279372,2554.5437231752126,1098.45698863614,2305.3731292592415,8625.149707169323,9958.024015267394,4650.0117758206725,6606.281496476675,1032.362272415972,1464.042074140368,74.2800142570385,2513.3000695402197,6471.663438425113,1390.8111491433078,3081.4400883336602,2666.58114494186,1171.4088270088303,734.2708618516758,911.5713293854651
51,18950.254986233474,56029.76956132191,10009.770743836823,13144.960443634895,1494.7387323886514,2851.2700877576053,6976.353854808854,3537.417239552007,5783.050865980899,4229.6303814527955,10386.562317877417,6961.584135414575,2408.7769088303703,985.4514183766445,2446.8921502773746,10991.621598014677,10033.693088355427,4526.7577872182155,5231.01442600144,1114.3806912953064,1596.4479495461435,49.19872860587837,2658.513705988393,5904.460950485436,1618.5775294825748,3037.4917558788343,3089.9018810059824,912.5548061032147,503.81398494725585,987.2337318470165
52,17370.97814746859,42190.73155885269,11692.468187919818,9851.6251954451,4164.599327952342,2851.2700877576053,3532.328847928105,3132.6764197562984,6122.570195799022,4507.071680083058,8053.540071349114,5740.986984300343,2149.548357914407,921.5398952283041,2119.2843689861106,13918.458153068594,8321.64780584128,4293.85278563833,5231.01442600144,3104.8360491319995,1133.904773956931,241.1647133909683,2546.006597104296,14735.732218893272,1239.6687178188026,4371.204121129262,4393.378068919651,1867.4585896278936,1328.764331264661,2382.1012200451546
53,17176.76977945832,37509.361196290236,10720.074179600977,8563.884859607178,1886.4177604435304,2851.2700877576053,2502.2049720591854,2513.2486844807872,6173.7142617374875,3653.3369446741112,6022.702543506942,4298.037178259191,1667.1783917419057,778.839864958546,1888.693195348096,10040.185000235495,9782.632985034134,4282.82334594236,5231.01442600144,1406.3827210513318,1295.3442268613226,343.4272575447067,3147.52229969578,7835.580761228508,1102.8885772320987,3836.83653069527,4802.5097694134565,3012.522413240813,2250.8702215297553,3512.2528232084346
