,Site1,Site2,Site3,Site4,Site5,Site6,Site7
79,4497.790394019498,4634.28457364538,4318.2164261150265,5511.059661878026,5186.147581153715,5482.772048156275,5599.441601975539
80,5371.472934958487,4408.010494199169,5648.519586003476,6195.580326304236,5463.74381003429,5838.542955282826,5494.3090631242685
81,5269.534061048886,5165.851400215124,5304.343158226965,6378.091129553819,5685.254631381748,6035.981212815954,6446.590105111819
82,6475.540659085849,4688.179974334574,5515.448674347526,6966.5,6830.0,7065.5,6872.5
83,6609.5,5294.846553265415,5649.255020325737,5553.893862625056,5522.343749944579,5423.548716265347,5821.158883907799
84,5995.530313378733,5743.449335420398,2448.3231714277554,5191.87328491187,5805.53469988395,5062.0595264077565,6286.538778876446
85,6735.0,6495.5,6186.77035392553,6727.204480365189,6030.461181830587,6992.956567807838,6479.292053269863
86,4906.928477669375,6248.278915147629,6690.009392346728,7104.5,6276.868338765655,6186.259859087038,6340.912282487188
87,4708.829859775586,6134.7969217306445,6519.629629768673,6740.146325015802,6581.340205975027,6863.773768444301,6966.400600358101
88,6428.467764316569,6537.339266943606,6580.934529928966,7117.569584104112,6159.656462312471,7338.5,7138.5
89,5239.622270044814,6736.559194779349,7058.5,7163.565811836916,7248.5,7152.538839190823,6953.316040021077
90,5387.8402717422205,5786.014767005326,6559.260193779524,6579.429949610989,3737.7455043608184,6836.786744760545,6700.680229168892
91,5798.995082279507,6301.169765078997,5376.857019927609,6138.912815527141,5076.6282795029165,6169.510698498435,4917.242365525991
92,6311.192708229543,6671.306826407653,6958.43440632152,7044.244299960484,6500.291125558546,7139.754298317919,7109.78864430975
93,6016.869897360237,5377.500559126189,5829.835756154373,6330.532793813611,6296.569510810215,5141.356081744214,5228.8418416094055
94,2546.8646441815736,5326.360517669233,5022.582619662091,7223.65956881504,5041.097846058969,7466.8847958987435,7051.4660809645975
95,6043.021085512555,6659.697497518384,6739.372399361132,6470.6685281845475,6525.579605510995,6471.576380996433,6769.392923289948
96,6956.542831131969,6676.819806101468,6861.730748107305,7221.726988180214,6281.665443395868,7122.976994299058,6876.717344373684
97,3885.635136442731,4436.827118298392,4495.473107532329,5483.771408919192,3450.171170421755,5840.998669473837,6284.623735985756
98,5499.40033246827,4043.9908230306855,5000.421225049519,7616.118692421898,5525.378004378063,6566.783463509582,6340.431949068197
99,6920.143793452316,6386.792628945024,5768.906558776867,7482.526945862223,6522.367577321213,6692.363420882834,6477.864388037402
100,7481.5,6291.1115652004455,7291.209393332772,7485.397392578433,6953.543948506309,7740.911866705179,7685.82078358937
101,5836.048253856152,4910.6072963395345,5171.240060249598,6852.197230357139,6510.424880449358,6351.98126096779,5756.859633168968
102,7331.876601801932,5983.515931425431,4713.405511738838,4246.594887431844,5319.844624857674,6355.57146625771,6530.752190862442
103,5747.193158466992,5657.114218443611,5381.991322130261,6622.906800675013,6529.662368037163,6794.110684526361,7124.127396108492
104,5966.473310645983,4240.979625597363,6136.839594064211,6695.280278626734,5354.233176639371,6547.940607275149,5864.099407613334
105,7507.6307350034995,5966.579622789366,5196.356084582165,6422.862935623938,6860.897555184932,7474.926123557426,6965.322971404115
106,4885.953270376953,4342.465146231922,3403.3079064597187,7154.07422929476,6588.330151276897,7518.4948904130015,7189.854614198188
107,3653.5126532541435,4530.736195674894,5537.832575149332,6672.624404232305,7156.014051382719,7061.330014303126,6997.605965779475
108,1025.7081037020853,2654.724066589435,943.0819685548922,6786.555486072009,5897.461753991902,7028.208694346695,7411.088653892237
109,4335.505720537303,3437.7497410225287,5407.157931922607,7637.541319692326,5683.831004494911,7599.858798238505,7476.410241938002
110,2992.443690671931,6693.981241324499,5963.481724285447,7746.521719865683,6094.912716406841,7622.626710341395,7057.382054868165
111,7590.171029061595,7681.804655488657,7816.874168244904,8137.0,7710.06804404241,8194.0,8125.0
112,8044.0,7485.847645814438,7627.033901096867,7091.31117531248,7073.087661503649,7338.126516246728,7803.988846950772
113,8144.954476559921,7325.5429523248495,6159.284173726573,6492.626923629754,5467.641118330564,3646.604681659597,6345.51914874193
114,8115.389429008955,7879.196404209063,7735.555944883486,7947.146989908247,7667.605050728903,7786.770800512136,7523.528620482099
115,6650.105359175353,7304.819472337455,6647.39796487431,5877.435205794851,7374.860923489676,7534.004187086568,7418.729418193092
116,3798.553127640598,6065.744816568493,5342.344024863276,7923.187735894668,6481.864295742843,7429.323508802077,7919.913186581441
117,7466.262068050124,7263.116215338796,7472.335537645168,8203.279298553163,6686.513054519941,7474.192230851376,6283.162266316355
118,6425.624833095177,7610.933100961953,8080.0,8251.532477001725,7861.443453866606,8375.0,8215.27674201255
119,6376.7404604375515,4917.594988032573,7634.251595172567,8426.78907542415,8099.853482226484,8411.0,7975.970784433519
120,8161.050940222103,6563.902913279572,6770.753355597133,8428.793488507388,7598.474299200285,8483.612788761895,7396.654396901749
121,5915.424939675298,6627.829333179197,7324.848636881248,8651.5,8232.875639322305,8386.984054505583,8113.786437083509
122,7497.713800105824,7181.75963496816,8088.565134226201,8666.5,8398.5,8409.765376614725,8358.5
123,7702.996687883302,7660.964122070307,7638.542972321908,8306.492171704593,8224.823926834752,8647.0,8154.4608201981255
124,8588.0,7859.907407584968,8265.5,8563.5,8272.5,8511.5,8362.0
125,6070.526341254671,6815.4862943592825,6431.215341729707,8037.269451830204,7189.463359792711,8490.0,7631.78601652371
126,6278.120897121531,4814.594770477863,3968.588216836275,4229.949216517665,320.3381728412078,5072.201614053533,5583.754468202187
127,2299.940101401766,5401.168747919697,5450.034441489882,6492.758782331919,4015.310125858684,7370.624481313989,7404.576006926903
128,7978.089946671124,7525.168439639821,6907.815447848707,8325.853809595857,4109.932288314229,8317.322569074602,7629.229059380273
129,7813.865684148212,8331.5,8434.5,8707.0,8277.082050775958,8555.883906580202,8386.5
130,7223.160022357109,8112.999757025553,7835.04603707876,8482.157650454392,7342.658484104791,8535.547087248264,7218.446863897374
131,8690.0,8224.294115323564,7831.184113270981,7074.8581603170105,6300.075702876564,5796.4817390709295,6405.078710263478
132,6162.515299862287,7137.7161812606355,7620.219317564475,7308.656384584147,7297.318226470901,8014.871178617066,7943.761207233283
133,8302.78721989001,7920.99316471872,7830.99728481049,8070.921918379736,5817.210914900668,8351.596687989504,8372.029397746024
134,8361.285147775658,8015.207807693926,8331.653273984168,8855.5,8594.753114762534,8950.0,8622.5
135,8488.415616259983,8083.2545114013665,7952.3298430003315,8368.991469008432,6056.48627057414,8101.354079663338,8229.165861587877
136,8085.313986829304,7172.096101414645,7434.655410480489,7656.509154589956,6833.3706771347315,8494.938377866969,8360.455946054582
137,7918.308287756526,7679.391478420446,8571.0,8742.0,8402.241725846332,7620.932829006853,7783.082145476619
138,6384.039271704943,7195.547473629846,8112.6369416484995,8304.025556488368,7734.696111679012,8433.608221922717,7885.603274697745
139,7194.745207345321,6961.708911185449,7723.2293301107475,8767.902538814393,8519.844890253895,8635.014989539197,8553.743057104792
140,7929.1681560934785,8690.5,8281.500922064375,8815.929125426483,8154.747142232644,8544.948460128988,8339.413615874066
141,9044.5,8541.84943506982,7237.192098180865,7856.275480200192,6769.665526831175,8514.59280147901,8271.721971630202
142,8759.322835855302,8684.5,8595.629357141277,8820.071788439338,8243.119040275633,8832.5,8643.0
143,8689.598775081997,8143.848307510862,7245.967710377976,8465.7962635332,6601.71154818992,8320.056511132705,8545.04552581254
144,5721.793445248057,4315.1582704134535,6197.061775409023,6465.227783435921,6041.40464234118,6706.945877071695,7196.950711664082
145,5444.296798903179,6977.032061210894,7015.999004297926,8040.550636401626,7606.325601807491,8386.826969587011,8669.707448217723
146,9041.5,8686.5,8888.0,8966.5,8258.594827700883,8215.94777514462,7008.638836704102
147,8120.720172142739,7762.214851482813,3481.1414566806707,6943.886681450048,5602.0938651024235,8555.718846346192,8054.947702013604
148,5155.602531196341,7466.7823141440385,6039.651731338536,8107.701255281815,5267.099596531834,7523.55384609063,8141.274233696116
149,7990.5297718065,8544.76337145692,8578.775903013791,8762.564949420615,7537.362609296616,8729.630011552536,8721.279501625691
150,7346.213934760798,8590.632499957284,8636.290007952315,9122.5,8890.5,9029.5,8851.0
151,9075.0,8825.0,8837.0,9230.0,8789.5,9116.054787514367,8877.5
152,9082.0,8263.34222459131,8702.53368849393,8899.236022733014,8178.4212229148725,9153.5,8550.422500149103
153,8934.727742499515,8845.580759639031,8222.394770837522,7914.290796238214,7604.021392693156,7486.294629728684,8260.269063143318
154,9058.99006909925,8499.899069481522,8701.383541646672,8863.7239956566,8326.307781531645,9004.385513535864,9057.661456277738
155,8879.506032660458,8152.844845210073,6521.6389111177705,7516.640816351484,6880.690649216412,7299.483241789837,8071.126837295429
156,5486.778955927508,6721.547157084153,7583.71967697808,7493.357188139549,6685.26984786657,6101.833346313804,3509.216270731574
157,5740.099326849415,6737.701058388877,7158.42063993237,8700.668623577769,5907.76064997842,8463.47941418018,7124.020996982126
158,7416.543531424135,7726.484437326302,7802.640459268778,7315.98645027232,6409.226193183047,7612.795400699648,8118.714516230706
159,7009.717224984642,6496.35065931671,7480.508462252568,8671.223415537303,6757.891284161997,7694.741411583587,8005.967993925207
160,8560.37200276129,8203.298230318764,7669.770130532566,6257.1703398892805,5179.03967932023,6183.675668795209,5784.892841851566
161,7265.465143537412,7553.185208814287,7605.838590050514,8790.645314371286,7899.301021498213,8686.821957618587,8419.580897808615
162,7494.0963300102985,6978.306631138208,7095.472143644834,7820.212196877621,7404.128652148321,7766.830868077612,8125.516704469822
163,7002.113880618836,5483.748287885001,5637.192867436386,7728.487749658827,6722.452034788306,8300.875187284662,7679.361967707601
164,7839.963983868448,7530.731967727808,7771.57964043709,8760.317449395532,7741.20163032467,9282.5,8988.721782200584
165,7012.727104923517,7495.701062672474,5643.598079728885,8356.25602078181,8020.036540237894,8988.84440266569,8913.978638975696
166,6890.038896268388,8352.946125140239,7710.8379929011335,8624.579778799469,8503.314578227471,7831.35695085832,6790.5111517050345
167,7473.694164220925,7971.941293241464,7695.582711969246,8308.687253391076,7331.251621744006,8723.403730555427,8836.25688999487
168,8031.400598881664,8403.585244669652,8658.483933984158,9004.363623492227,8067.075260852181,9009.686550896173,8844.663695133213
169,9207.414354574272,8703.864765916493,8836.285811044892,9234.016533868227,5978.009760716216,9197.5,8777.584725876337
170,3196.850370952049,7921.735032119838,8638.403266516962,8358.224114201104,4724.67182704874,8076.488400349011,8345.242472671593
171,9028.805588129988,8161.6094423121485,8083.488848678046,8748.384341969635,8358.263803076643,8347.832831553733,7815.05155712814
172,7789.100665386831,7552.362481448755,7133.611146903214,7925.742647745783,7146.307653753325,7533.519225054233,6491.632926837198
173,8626.917051180997,8724.610316263892,6980.871416729299,7498.07085340944,6475.360116729014,6605.441159988379,7000.884743289843
174,9150.699816486655,8497.389385804805,8141.475841985556,8039.476775643612,8025.522125039828,8078.6129813636,7439.971004225637
175,8757.197967518901,8462.482606573123,8641.678321509184,8914.656290307697,8121.682180590664,8493.866849474818,7788.239059783805
176,7956.738962335614,8359.323653312555,8399.152971497911,8672.697332993033,5908.485509231148,7669.639233727025,7270.3012750301605
177,8744.857691892228,8526.288948706144,6918.04643771821,8961.046484983133,7516.574995613225,8665.599746747515,8040.351397841361
178,8282.462811090465,8409.571917702171,8617.610113895113,9089.184389035554,8685.127239912896,9255.0,8992.259913915492
179,7065.605309188937,7651.147674172724,7498.975784255416,8107.429149053864,7267.828201044187,8789.041044168618,8885.151931035038
180,8548.92425736904,7156.116526199452,7370.865095560569,8255.468157995028,7875.950462692351,7967.8210736058845,7956.731664349082
181,7739.224263599344,6370.703374105055,7690.345860581267,9126.078205365577,7171.679982369058,8636.893713998976,7472.411269691118
182,7714.1957533948225,5722.382419078662,6263.709978079784,7769.887008078693,6518.302973607993,8498.036644527801,8281.836411481574
183,8617.356104382461,8232.107887575012,7793.6231767887275,8310.122253091977,8918.5,7189.060800349876,7520.484539554422
184,9219.151726359849,8983.5,7837.297425002112,8763.451200681247,7099.074142200694,7713.094453679194,6220.537476078707
185,8340.176434829902,7272.273648161021,7933.311397037736,8099.78102300118,7303.513103474941,7356.892281175172,7667.400534631272
186,6746.661412864582,8532.616600140469,8869.572203166717,8203.757561058757,7493.395729665163,8883.237841663438,8587.641623365744
187,5563.389039733337,6786.881060075933,9014.5,9093.707988270377,8375.688130969962,8879.072963448714,8352.250456462321
188,7681.728986566478,8380.543434807354,8714.440560706786,8339.795095847177,7069.12372240309,8485.313414964688,8040.429422813288
189,8337.449285495732,7133.722485599215,8975.0,8176.392752187306,7518.49267755472,8280.1774211468,8612.5
190,8893.788932638912,8237.732268377946,6263.349634948512,5937.483173390717,5714.957342675678,4628.884723779723,3648.4273783527133
191,6379.556369850652,7481.752106955093,6976.741807040673,7204.131572337643,5783.714783438312,7452.827745737607,7038.938219650866
192,8298.335200215552,8341.57543225288,8222.984598847966,8103.7381906593,8235.185309131683,7645.654483597711,6073.736275959796
193,8927.638672852387,8224.973292717095,7891.689968730456,7719.795756982947,8055.334647477704,7728.772273902456,6481.482565476045
194,5767.627874327898,8255.791893553109,7815.831705977332,8047.648731482487,7550.1752139492455,8111.881693830511,8214.391550291419
195,8734.152984544611,8121.286645839221,8208.559896255856,7951.841341256886,7305.07604031196,7051.526161150724,7464.0378333600265
196,7902.288070327184,8365.912329714654,7585.811905887043,7325.115414675639,6664.076034853233,7266.165595920594,6065.5268304335095
197,8264.87882993667,8618.818524459162,7663.283443726709,8594.478745875876,8220.79874427098,8549.263403379762,8096.51807815078
198,5919.138534357627,7370.20644360939,7596.547857622446,8670.63418800945,6922.549573613374,8769.164103954716,8162.764562169802
199,7584.237787352005,7228.625898091912,8356.505340068763,8365.44794503123,7986.028396203295,8044.851337183172,7507.715659150178
200,8049.665431642947,7861.402263317196,7857.140630078231,8727.864800033869,8706.892848503689,8570.543417744304,8547.096688072006
201,7325.191930037057,6978.475596445225,7710.701155566638,8879.5,8611.0,8638.603014136988,8595.0
202,7421.657695672636,6801.517822119045,7467.230941966878,8492.22308036299,7614.9172764647765,7685.690496081035,7551.72206417441
203,6028.969529778846,5765.626116725578,4702.397598519824,5481.145814032651,3419.0101591634802,6852.279269642964,7635.777832651855
204,6216.956466016238,6039.36168814699,5596.488885229167,7128.9587436438505,4757.188466474757,6552.914738013638,7673.184717858405
205,5348.700688057276,4972.429870976463,6093.534200671471,7389.569401276025,4214.246449300574,7720.574719007868,7175.459634089793
206,7561.208818976369,7843.341446143496,6088.338006514207,8363.467085302367,7198.446850843064,6902.634122300942,7215.177177868114
207,7970.198644574746,8489.0,8196.521955360147,8495.962378008602,8587.0,8646.787676925369,8262.712964924272
208,7602.140705280644,5835.918967144244,6890.846801137134,8355.649101200092,8573.5,7112.791860322641,6810.205548983
209,8713.0,7328.982486875448,7543.703726287769,8559.432635989035,7622.201587880249,8109.763531247195,7825.633460527569
210,6586.592628190491,7098.259952635912,8171.70934575379,7593.206895779578,6097.631607173253,8250.64543169718,7889.723062553763
211,5071.65659207369,6535.264430728704,7741.768543693942,7955.6092402261775,7619.404786452064,7742.505131235159,7581.273903259875
212,6863.875087747676,7632.983428663171,8116.554254446862,8333.416335984492,7902.512303689437,8415.0,8054.0
213,8589.5,8089.4438302487315,7805.772167847878,7869.440138617364,6473.084060516603,7362.435719529079,7414.411094982559
214,8383.505998064036,8046.692104953637,8449.051467785215,8438.554213874366,8188.271177864632,8337.0,8133.0
215,8516.0,7855.076013542701,8081.649076915348,8521.01449585909,8209.971071174754,8403.5,7925.143732768463
216,7773.92479048697,8178.5,7635.898833559403,8402.506141798438,8339.997921883021,8544.381879285223,8040.704416230593
217,8307.0,8132.5,8355.5,8629.0,8250.5,8592.409679787772,7865.913782049863
218,8432.5,8105.363378982242,6033.851668284606,7228.1846817894475,3874.440656484783,5888.051460447788,6074.749604301455
219,5633.190793959571,5641.45744953072,6345.036773595602,7310.145273830098,5777.896006536144,7518.34529883681,7274.808731269524
220,7213.569829786816,7898.937119849435,6354.887458394158,8152.04218080464,6042.024642770253,7701.530805144557,7493.286707891495
221,7531.445912480017,8021.5,7721.767142666141,8448.5,7593.722926087792,8407.0,8287.041414202813
222,5769.886063297901,6022.620664964024,5345.1619365960705,6933.143518135557,6004.0159402519475,7961.076154528103,7467.985790027856
223,5259.668255531564,4406.0584070937275,6081.676248337338,7399.310253896697,6021.012803015536,7477.916067523365,7773.2704391746065
224,7278.8160324225555,7026.957232585562,6245.157611516955,8141.274145555996,7910.187820860129,7976.791122904616,7990.0
225,8169.5,7608.3828988537825,7163.173800967861,7347.634169756573,6480.639882775587,7317.604674482449,7331.921220855275
226,6098.15742445571,4734.795029718499,7516.725115734127,7678.919327859958,7661.4510135361415,7592.12544519733,7039.658932464443
227,1692.7604372511742,2092.283627824452,4031.3545950550842,5262.223016014791,4100.984329472395,5242.232007064307,6257.685485795633
228,5864.515609284373,6980.848935986147,6045.474236802141,6986.476043265622,5016.680806513637,5689.047044730706,5026.457024339332
229,1728.9158673856728,4330.594463598588,6683.519173552446,7752.26687547144,6545.950972095036,7324.636096473985,7030.664533245969
230,5177.506789196044,6349.41637396696,5245.075237263333,7023.9635656591,6715.088429982963,7046.008007624783,7044.242712153962
231,3576.5167349329704,5940.360521203907,6207.2924252265675,7980.849390293166,7835.5,7920.78865576515,7417.683284192664
232,6584.082181895477,5060.9770301447115,7088.481329032229,7797.992026309719,5636.435793512502,7608.867555101091,7367.173526034825
233,5629.865831001322,6815.854905315412,5216.574202389964,7309.980818782504,6321.739200908522,6889.326984290208,7251.0221918026
234,7284.309887510915,7392.852862849621,7113.827303355147,7283.245299369593,6320.0243092591245,5744.558966898123,6421.248821434918
235,7537.628840849152,7424.261928506542,7644.0,7715.803695031347,7070.934204813498,7923.372572517914,7608.13282374576
236,7514.915961817614,7260.504350222957,7611.5,7626.700447814118,7555.415552785443,7795.5,6999.3970527436395
237,5801.1070747065405,5662.84679011896,6977.827761268931,7221.762913010467,7379.016525593912,7167.767584907559,6839.744877195177
238,6343.345758571602,4881.126330801924,6158.684831099137,5814.395684330846,3613.8682423901,5638.896223938118,6349.584779695695
239,6881.8736532619805,6993.15097587107,7197.488341555782,7654.672253257856,5727.521312092169,7445.333233681529,7203.744888192408
240,6987.411355939473,7366.0,6305.528389118021,7727.5,6946.136812938752,7507.408567955387,7177.118764424067
241,6809.537968096421,6563.832090403842,7104.614485447167,7620.7450892214865,7495.5,7606.5,7482.0
242,6506.563264479681,6673.364145004269,7098.492212708434,7424.265895620068,6704.060861845248,7566.5,7341.5
243,6340.176207447458,6927.223620914092,6301.961838850184,7178.603605475596,7048.1591885861,7253.59563755141,6945.823834069364
244,6558.627747049981,4830.005012511285,4112.905582854041,5965.705805107654,4182.174228538925,6373.556589727664,5992.37516960281
